"SITECODE","LCODE","SDATE","SECTION","FIELDNAME","VALUE","BROODED"
"T10","01",01-AUG-11,13,"98",1,""
"T10","01",01-AUG-11,14,"12",1,""
"T10","01",01-AUG-11,14,"29",1,""
"T10","01",01-AUG-11,15,"100",2,""
"T10","01",01-AUG-11,15,"29",1,""
"T09","01",01-AUG-11,1,"122",1,""
"T09","01",01-AUG-11,1,"17",3,""
"T09","01",01-AUG-11,1,"200",1,""
"T09","01",01-AUG-11,1,"75",7,""
"T09","01",01-AUG-11,1,"76",4,""
"T09","01",01-AUG-11,1,"8",2,""
"T09","01",01-AUG-11,1,"84",1,""
"T09","01",01-AUG-11,1,"88",2,""
"T09","01",01-AUG-11,1,"99",7,""
"T09","01",01-AUG-11,2,"17",2,""
"T09","01",01-AUG-11,2,"64",1,""
"T09","01",01-AUG-11,2,"75",5,""
"T09","01",01-AUG-11,2,"93",1,""
"T09","01",01-AUG-11,2,"99",3,""
"T10","01",01-AUG-11,1,"106",2,""
"T10","01",01-AUG-11,1,"12",2,""
"T10","01",01-AUG-11,1,"29",3,""
"T01","01",03-AUG-11,8,"100",1,""
"T01","01",03-AUG-11,8,"76",13,""
"T01","01",03-AUG-11,8,"8",1,""
"T01","01",03-AUG-11,8,"99",1,""
"T01","01",03-AUG-11,9,"75",3,""
"T01","01",03-AUG-11,9,"76",4,""
"T01","01",03-AUG-11,9,"99",2,""
"T01","01",03-AUG-11,10,"75",3,""
"T01","01",03-AUG-11,11,"XX",0,""
"T01","01",03-AUG-11,12,"75",2,""
"T01","01",03-AUG-11,12,"76",5,""
"T02","01",03-AUG-11,1,"XX",0,""
"T02","01",03-AUG-11,2,"99",1,""
"T02","01",03-AUG-11,3,"100",2,""
"T02","01",03-AUG-11,3,"99",2,""
"T02","01",03-AUG-11,4,"99",2,""
"T02","01",03-AUG-11,5,"2",1,""
"T02","01",03-AUG-11,5,"99",3,""
"T02","01",03-AUG-11,6,"68",1,""
"T02","01",03-AUG-11,7,"12",2,""
"T02","01",03-AUG-11,7,"99",2,""
"T02","01",03-AUG-11,8,"XX",0,""
"T02","01",03-AUG-11,9,"XX",0,""
"T02","01",03-AUG-11,10,"2",1,""
"T02","01",03-AUG-11,11,"2",1,""
"T01","01",03-AUG-11,1,"75",2,""
"T01","01",03-AUG-11,2,"100",1,""
"T01","01",03-AUG-11,2,"76",5,""
"T01","01",03-AUG-11,2,"93",1,""
"T01","01",03-AUG-11,3,"93",1,""
"T01","01",03-AUG-11,4,"100",1,""
"T01","01",03-AUG-11,4,"75",1,""
"T01","01",03-AUG-11,4,"76",1,""
"T01","01",03-AUG-11,4,"99",2,""
"T01","01",03-AUG-11,5,"75",4,""
"T01","01",03-AUG-11,5,"76",1,""
"T01","01",03-AUG-11,5,"93",1,""
"T01","01",03-AUG-11,6,"75",6,""
"T01","01",03-AUG-11,7,"75",3,""
"T01","01",03-AUG-11,7,"76",4,""
"T01","01",03-AUG-11,7,"78",1,""
"T03","01",03-AUG-11,1,"XX",0,""
"T03","01",03-AUG-11,2,"XX",0,""
"T03","01",03-AUG-11,3,"XX",0,""
"T03","01",03-AUG-11,4,"99",2,""
"T02","02",03-AUG-11,1,"XX",0,""
"T02","02",03-AUG-11,2,"XX",0,""
"T02","02",03-AUG-11,3,"XX",0,""
"T02","02",03-AUG-11,4,"XX",0,""
"T04","02",03-AUG-11,1,"100",3,""
"T04","02",03-AUG-11,1,"106",2,""
"T04","02",03-AUG-11,1,"12",1,""
"T04","02",03-AUG-11,1,"2",2,""
"T04","02",03-AUG-11,1,"68",1,""
"T04","01",03-AUG-11,1,"XX",0,""
"T04","01",03-AUG-11,2,"XX",0,""
"T04","01",03-AUG-11,3,"XX",0,""
"T04","01",03-AUG-11,4,"XX",0,""
"T04","01",03-AUG-11,5,"12",1,""
"T04","01",03-AUG-11,6,"12",1,""
"T04","01",03-AUG-11,7,"XX",0,""
"T04","01",03-AUG-11,8,"XX",0,""
"T04","01",03-AUG-11,9,"XX",0,""
"T04","01",03-AUG-11,10,"12",1,""
"T04","01",03-AUG-11,10,"29",1,""
"T04","01",03-AUG-11,10,"99",1,""
"T03","01",03-AUG-11,5,"99",1,""
"T03","01",03-AUG-11,6,"99",1,""
"T03","01",03-AUG-11,7,"93",1,""
"T03","01",03-AUG-11,8,"99",1,""
"T03","01",03-AUG-11,9,"99",1,""
"T03","01",03-AUG-11,10,"99",1,""
"T04","02",03-AUG-11,1,"75",2,""
"T04","02",03-AUG-11,1,"8",1,""
"T04","02",03-AUG-11,1,"99",2,""
"T04","02",03-AUG-11,2,"2",1,""
"T04","02",03-AUG-11,3,"29",2,""
"T04","02",03-AUG-11,4,"100",2,""
"T04","02",03-AUG-11,5,"100",1,""
"T04","02",03-AUG-11,6,"100",1,""
"T04","02",03-AUG-11,6,"2",1,""
"T04","02",03-AUG-11,7,"100",1,""
"T04","02",03-AUG-11,7,"12",1,""
"T04","02",03-AUG-11,7,"2",2,""
"T05","01",03-AUG-11,4,"76",2,""
"T05","01",03-AUG-11,4,"99",3,""
"T05","01",03-AUG-11,5,"93",2,""
"T05","01",03-AUG-11,6,"75",11,""
"T05","01",03-AUG-11,6,"76",5,""
"T05","01",03-AUG-11,6,"93",1,""
"T05","01",03-AUG-11,6,"99",16,""
"T05","01",03-AUG-11,7,"75",7,""
"T05","01",03-AUG-11,7,"76",6,""
"T05","01",03-AUG-11,7,"8",1,""
"T05","01",03-AUG-11,7,"84",2,""
"T05","01",03-AUG-11,7,"93",1,""
"T05","01",03-AUG-11,7,"99",11,""
"T05","01",03-AUG-11,8,"75",2,""
"T05","01",03-AUG-11,8,"76",3,""
"T05","01",03-AUG-11,8,"93",1,""
"T05","01",03-AUG-11,8,"99",2,""
"T05","01",03-AUG-11,9,"75",10,""
"T05","01",03-AUG-11,9,"76",11,""
"T05","01",03-AUG-11,9,"8",5,""
"T05","01",03-AUG-11,9,"84",2,""
"T05","01",03-AUG-11,9,"99",9,""
"T05","01",03-AUG-11,10,"75",4,""
"T05","01",03-AUG-11,10,"76",2,""
"T05","01",03-AUG-11,10,"99",4,""
"T05","01",03-AUG-11,11,"54",1,""
"T05","01",03-AUG-11,11,"76",2,""
"T05","01",03-AUG-11,11,"84",1,""
"T05","01",03-AUG-11,11,"99",5,""
"T05","01",03-AUG-11,12,"17",1,""
"T05","01",03-AUG-11,12,"76",1,""
"T05","01",03-AUG-11,13,"122",1,""
"T05","01",03-AUG-11,13,"2",1,""
"T05","01",03-AUG-11,13,"76",6,""
"T05","01",03-AUG-11,14,"76",8,""
"T05","01",03-AUG-11,15,"122",1,""
"T05","01",03-AUG-11,15,"27",1,""
"T05","01",03-AUG-11,15,"76",4,""
"T05","01",03-AUG-11,1,"100",3,""
"T05","01",03-AUG-11,1,"122",2,""
"T05","01",03-AUG-11,1,"84",1,""
"T05","01",03-AUG-11,2,"75",2,""
"T05","01",03-AUG-11,2,"76",8,""
"T05","01",03-AUG-11,2,"99",1,""
"T05","01",03-AUG-11,3,"75",3,""
"T05","01",03-AUG-11,3,"76",3,""
"T05","01",03-AUG-11,3,"84",2,""
"T05","01",03-AUG-11,3,"93",1,""
"T05","01",03-AUG-11,4,"75",4,""
"T11","01",03-AUG-11,1,"XX",0,""
"T11","01",03-AUG-11,2,"99",1,""
"T11","01",03-AUG-11,3,"29",2,""
"T11","01",03-AUG-11,4,"29",1,""
"T11","01",03-AUG-11,5,"75",1,""
"T02","01",05-AUG-11,1,"XX",0,""
"T08","01",05-AUG-11,3,"76",1,""
"T02","01",05-AUG-11,3,"99",1,""
"T02","01",05-AUG-11,4,"99",1,""
"T02","01",05-AUG-11,5,"100",1,""
"T02","01",05-AUG-11,5,"99",3,""
"T02","01",05-AUG-11,6,"XX",0,""
"T02","01",05-AUG-11,7,"99",1,""
"T02","01",05-AUG-11,8,"XX",0,""
"T02","01",05-AUG-11,9,"XX",0,""
"T02","01",05-AUG-11,10,"2",1,""
"T02","01",05-AUG-11,11,"2",3,""
"T04","02",05-AUG-11,1,"100",2,""
"T04","02",05-AUG-11,1,"106",1,""
"T04","02",05-AUG-11,1,"12",1,""
"T04","02",05-AUG-11,1,"122",1,""
"T04","02",05-AUG-11,1,"2",1,""
"T04","02",05-AUG-11,1,"68",1,""
"T04","02",05-AUG-11,1,"75",1,""
"T04","02",05-AUG-11,1,"84",1,""
"T04","02",05-AUG-11,1,"99",2,""
"T04","02",05-AUG-11,2,"XX",0,""
"T04","02",05-AUG-11,3,"XX",0,""
"T04","02",05-AUG-11,4,"2",1,""
"T04","02",05-AUG-11,4,"75",1,""
"T04","02",05-AUG-11,4,"99",1,""
"T04","02",05-AUG-11,5,"99",1,""
"T04","02",05-AUG-11,6,"99",1,""
"T04","02",05-AUG-11,7,"12",2,""
"T08","01",05-AUG-11,4,"76",4,""
"T08","01",05-AUG-11,5,"XX",0,""
"T08","01",05-AUG-11,6,"75",3,""
"T08","01",05-AUG-11,6,"76",6,""
"T08","01",05-AUG-11,7,"75",1,""
"T08","01",05-AUG-11,8,"99",1,""
"T08","01",05-AUG-11,9,"75",3,""
"T08","01",05-AUG-11,9,"98",1,""
"T08","01",05-AUG-11,10,"106",1,""
"T08","01",05-AUG-11,10,"75",1,""
"T08","01",05-AUG-11,10,"76",2,""
"T08","01",05-AUG-11,10,"99",8,""
"T08","01",05-AUG-11,11,"XX",0,""
"T08","01",05-AUG-11,12,"75",1,""
"T08","01",05-AUG-11,13,"XX",0,""
"T08","01",05-AUG-11,1,"76",1,""
"T08","01",05-AUG-11,2,"122",1,""
"T08","01",05-AUG-11,2,"27",1,""
"T08","01",05-AUG-11,2,"99",1,""
"T02","01",05-AUG-11,2,"XX",0,""
"T10","01",09-AUG-11,8,"58",2,""
"T10","01",09-AUG-11,8,"75",12,""
"T10","01",09-AUG-11,9,"29",1,""
"T10","01",09-AUG-11,14,"75",1,""
"T10","01",09-AUG-11,15,"75",5,""
"T10","01",09-AUG-11,9,"75",34,""
"T10","01",09-AUG-11,10,"100",1,""
"T10","01",09-AUG-11,10,"106",5,""
"T10","01",09-AUG-11,10,"58",1,""
"T10","01",09-AUG-11,10,"75",57,""
"T10","01",09-AUG-11,10,"98",1,""
"T10","01",09-AUG-11,11,"100",1,""
"T10","01",09-AUG-11,11,"75",20,""
"T10","01",09-AUG-11,12,"106",1,""
"T10","01",09-AUG-11,12,"58",2,""
"T10","01",09-AUG-11,12,"75",8,""
"T10","01",09-AUG-11,13,"58",2,""
"T10","01",09-AUG-11,14,"29",2,""
"T02","02",09-AUG-11,1,"XX",0,""
"T02","02",09-AUG-11,2,"XX",0,""
"T02","02",09-AUG-11,3,"XX",0,""
"T02","02",09-AUG-11,4,"XX",0,""
"T05","01",09-AUG-11,1,"100",1,""
"T05","01",09-AUG-11,1,"75",1,""
"T05","01",09-AUG-11,1,"76",1,""
"T05","01",09-AUG-11,1,"84",1,""
"T05","01",09-AUG-11,1,"99",3,""
"T05","01",09-AUG-11,2,"2",1,""
"T05","01",09-AUG-11,2,"76",4,""
"T05","01",09-AUG-11,3,"75",1,""
"T05","01",09-AUG-11,3,"76",3,""
"T05","01",09-AUG-11,3,"84",1,""
"T05","01",09-AUG-11,3,"93",3,""
"T05","01",09-AUG-11,4,"75",1,""
"T05","01",09-AUG-11,4,"76",2,""
"T05","01",09-AUG-11,4,"8",1,""
"T05","01",09-AUG-11,4,"93",2,""
"T05","01",09-AUG-11,4,"98",1,""
"T05","01",09-AUG-11,4,"99",2,""
"T05","01",09-AUG-11,5,"93",1,""
"T05","01",09-AUG-11,6,"75",8,""
"T05","01",09-AUG-11,6,"76",6,""
"T05","01",09-AUG-11,8,"75",6,""
"T05","01",09-AUG-11,8,"76",1,""
"T05","01",09-AUG-11,8,"93",1,""
"T05","01",09-AUG-11,8,"99",3,""
"T05","01",09-AUG-11,9,"122",2,""
"T05","01",09-AUG-11,9,"75",14,""
"T05","01",09-AUG-11,9,"76",11,""
"T05","01",09-AUG-11,9,"8",4,""
"T05","01",09-AUG-11,9,"84",3,""
"T05","01",09-AUG-11,9,"93",3,""
"T05","01",09-AUG-11,9,"99",5,""
"T05","01",09-AUG-11,10,"76",2,""
"T05","01",09-AUG-11,10,"93",2,""
"T05","01",09-AUG-11,10,"99",6,""
"T05","01",09-AUG-11,11,"75",3,""
"T05","01",09-AUG-11,11,"76",1,""
"T05","01",09-AUG-11,11,"84",3,""
"T05","01",09-AUG-11,11,"93",1,""
"T05","01",09-AUG-11,11,"99",7,""
"T05","01",09-AUG-11,12,"76",2,""
"T05","01",09-AUG-11,13,"2",1,""
"T05","01",09-AUG-11,13,"76",2,""
"T05","01",09-AUG-11,14,"XX",0,""
"T05","01",09-AUG-11,15,"76",4,""
"T05","01",09-AUG-11,6,"93",6,""
"T05","01",09-AUG-11,6,"99",9,""
"T05","01",09-AUG-11,7,"75",22,""
"T05","01",09-AUG-11,7,"99",17,""
"T05","01",09-AUG-11,8,"122",1,""
"T05","01",09-AUG-11,8,"68",1,""
"T10","01",09-AUG-11,1,"12",1,""
"T10","01",09-AUG-11,1,"75",8,""
"T10","01",09-AUG-11,2,"XX",0,""
"T10","01",09-AUG-11,3,"XX",0,""
"T10","01",09-AUG-11,4,"75",7,""
"T10","01",09-AUG-11,5,"29",1,""
"T10","01",09-AUG-11,5,"75",2,""
"T10","01",09-AUG-11,6,"XX",0,""
"T10","01",09-AUG-11,7,"75",1,""
"T10","01",09-AUG-11,8,"29",1,""
"T01","01",10-AUG-11,1,"XX",0,""
"T01","01",10-AUG-11,12,"XX",0,""
"T01","01",10-AUG-11,3,"93",1,""
"T01","01",10-AUG-11,4,"75",3,""
"T01","01",10-AUG-11,4,"76",1,""
"T01","01",10-AUG-11,5,"75",2,""
"T01","01",10-AUG-11,5,"93",2,""
"T01","01",10-AUG-11,5,"99",1,""
"T01","01",10-AUG-11,6,"93",1,""
"T01","01",10-AUG-11,7,"75",2,""
"T01","01",10-AUG-11,7,"76",1,""
"T01","01",10-AUG-11,8,"29",1,""
"T01","01",10-AUG-11,8,"76",6,""
"T01","01",10-AUG-11,9,"29",1,""
"T01","01",10-AUG-11,9,"75",1,""
"T01","01",10-AUG-11,9,"76",1,""
"T01","01",10-AUG-11,10,"XX",0,""
"T01","01",10-AUG-11,11,"XX",0,""
"T01","01",10-AUG-11,2,"75",1,""
"T08","01",15-AUG-11,9,"99",1,""
"T08","01",15-AUG-11,10,"75",1,""
"T08","01",15-AUG-11,10,"99",1,""
"T08","01",15-AUG-11,11,"XX",0,""
"T08","01",15-AUG-11,12,"XX",0,""
"T08","01",15-AUG-11,13,"XX",0,""
"T10","01",15-AUG-11,1,"106",10,""
"T10","01",15-AUG-11,1,"20",1,""
"T10","01",15-AUG-11,1,"29",6,""
"T10","01",15-AUG-11,1,"75",10,""
"T10","01",15-AUG-11,2,"68",1,""
"T10","01",15-AUG-11,2,"75",1,""
"T10","01",15-AUG-11,3,"106",6,""
"T10","01",15-AUG-11,3,"75",2,""
"T10","01",15-AUG-11,4,"106",9,""
"T10","01",15-AUG-11,4,"20",1,""
"T10","01",15-AUG-11,4,"75",3,""
"T10","01",15-AUG-11,4,"98",1,""
"T10","01",15-AUG-11,5,"75",2,""
"T10","01",15-AUG-11,6,"75",3,""
"T10","01",15-AUG-11,7,"58",2,""
"T10","01",15-AUG-11,7,"75",2,""
"T10","01",15-AUG-11,8,"106",1,""
"T10","01",15-AUG-11,8,"75",11,""
"T10","01",15-AUG-11,9,"75",15,""
"T10","01",15-AUG-11,10,"71",1,""
"T10","01",15-AUG-11,10,"75",36,""
"T10","01",15-AUG-11,11,"29",1,""
"T10","01",15-AUG-11,11,"75",27,""
"T10","01",15-AUG-11,12,"58",1,""
"T10","01",15-AUG-11,12,"75",3,""
"T10","01",15-AUG-11,13,"75",1,""
"T10","01",15-AUG-11,14,"XX",0,""
"T10","01",15-AUG-11,15,"75",11,""
"T01","01",15-AUG-11,1,"XX",0,""
"T01","01",15-AUG-11,2,"93",5,""
"T01","01",15-AUG-11,2,"99",1,""
"T01","01",15-AUG-11,3,"93",1,""
"T01","01",15-AUG-11,3,"99",1,""
"T01","01",15-AUG-11,4,"106",2,""
"T01","01",15-AUG-11,4,"29",1,""
"T01","01",15-AUG-11,4,"76",1,""
"T01","01",15-AUG-11,4,"99",1,""
"T01","01",15-AUG-11,5,"76",1,""
"T01","01",15-AUG-11,5,"93",1,""
"T01","01",15-AUG-11,5,"99",1,""
"T01","01",15-AUG-11,6,"XX",0,""
"T01","01",15-AUG-11,7,"75",1,""
"T01","01",15-AUG-11,7,"76",1,""
"T01","01",15-AUG-11,7,"99",1,""
"T01","01",15-AUG-11,8,"29",1,""
"T01","01",15-AUG-11,8,"76",6,""
"T01","01",15-AUG-11,8,"99",1,""
"T01","01",15-AUG-11,9,"99",2,""
"T01","01",15-AUG-11,10,"75",1,""
"T01","01",15-AUG-11,11,"XX",0,""
"T01","01",15-AUG-11,12,"XX",0,""
"T02","01",15-AUG-11,1,"122",1,""
"T02","01",15-AUG-11,2,"99",2,""
"T02","01",15-AUG-11,3,"99",4,""
"T02","01",15-AUG-11,4,"100",1,""
"T02","01",15-AUG-11,5,"100",1,""
"T02","01",15-AUG-11,5,"123",1,""
"T02","01",15-AUG-11,5,"99",9,""
"T02","01",15-AUG-11,6,"XX",0,""
"T02","01",15-AUG-11,7,"XX",0,""
"T02","01",15-AUG-11,8,"2",3,""
"T02","01",15-AUG-11,9,"122",1,""
"T02","01",15-AUG-11,10,"122",3,""
"T02","01",15-AUG-11,10,"2",1,""
"T02","01",15-AUG-11,11,"2",1,""
"T04","02",15-AUG-11,1,"12",3,""
"T04","02",15-AUG-11,1,"122",1,""
"T04","02",15-AUG-11,1,"84",3,""
"T04","02",15-AUG-11,1,"99",4,""
"T04","02",15-AUG-11,2,"XX",0,""
"T04","02",15-AUG-11,3,"XX",0,""
"T04","02",15-AUG-11,4,"122",2,""
"T04","02",15-AUG-11,4,"2",2,""
"T04","02",15-AUG-11,4,"84",4,""
"T04","02",15-AUG-11,4,"99",2,""
"T04","02",15-AUG-11,5,"99",2,""
"T04","02",15-AUG-11,6,"12",1,""
"T04","02",15-AUG-11,6,"122",1,""
"T04","02",15-AUG-11,6,"84",3,""
"T04","02",15-AUG-11,7,"XX",0,""
"T08","01",15-AUG-11,1,"99",2,""
"T08","01",15-AUG-11,2,"100",2,""
"T08","01",15-AUG-11,3,"93",2,""
"T08","01",15-AUG-11,4,"76",1,""
"T08","01",15-AUG-11,4,"93",1,""
"T08","01",15-AUG-11,5,"122",2,""
"T08","01",15-AUG-11,5,"93",2,""
"T08","01",15-AUG-11,6,"75",3,""
"T08","01",15-AUG-11,6,"76",8,""
"T08","01",15-AUG-11,7,"XX",0,""
"T08","01",15-AUG-11,8,"XX",0,""
"T08","01",15-AUG-11,9,"106",1,""
"T04","01",17-AUG-11,1,"XX",0,""
"T11","01",17-AUG-11,5,"84",1,""
"T04","01",17-AUG-11,3,"XX",0,""
"T04","01",17-AUG-11,4,"XX",0,""
"T04","01",17-AUG-11,5,"XX",0,""
"T04","01",17-AUG-11,6,"XX",0,""
"T04","01",17-AUG-11,7,"XX",0,""
"T04","01",17-AUG-11,8,"XX",0,""
"T04","01",17-AUG-11,9,"XX",0,""
"T04","01",17-AUG-11,10,"XX",0,""
"T03","01",17-AUG-11,1,"XX",0,""
"T03","01",17-AUG-11,2,"XX",0,""
"T03","01",17-AUG-11,3,"XX",0,""
"T03","01",17-AUG-11,4,"XX",0,""
"T03","01",17-AUG-11,5,"XX",0,""
"T03","01",17-AUG-11,6,"XX",0,""
"T03","01",17-AUG-11,7,"XX",0,""
"T03","01",17-AUG-11,8,"XX",0,""
"T03","01",17-AUG-11,9,"XX",0,""
"T03","01",17-AUG-11,10,"XX",0,""
"T11","01",17-AUG-11,1,"XX",0,""
"T11","01",17-AUG-11,2,"99",5,""
"T11","01",17-AUG-11,3,"XX",0,""
"T11","01",17-AUG-11,4,"29",1,""
"T04","01",17-AUG-11,2,"XX",0,""
"T05","01",19-AUG-11,15,"93",2,""
"T05","01",19-AUG-11,15,"94",1,""
"T05","01",19-AUG-11,15,"99",1,""
"T09","01",19-AUG-11,1,"76",1,""
"T09","01",19-AUG-11,1,"93",1,""
"T09","01",19-AUG-11,1,"99",11,""
"T09","01",19-AUG-11,2,"93",2,""
"T09","01",19-AUG-11,3,"104",1,""
"T09","01",19-AUG-11,3,"17",3,""
"T09","01",19-AUG-11,3,"75",1,""
"T09","01",19-AUG-11,3,"93",1,""
"T09","01",19-AUG-11,3,"99",2,""
"T09","01",19-AUG-11,4,"93",1,""
"T09","01",19-AUG-11,4,"99",2,""
"T02","02",19-AUG-11,1,"99",1,""
"T02","02",19-AUG-11,2,"XX",0,""
"T02","02",19-AUG-11,3,"122",1,""
"T02","02",19-AUG-11,4,"XX",0,""
"T02","01",19-AUG-11,1,"XX",0,""
"T02","01",19-AUG-11,2,"99",1,""
"T02","01",19-AUG-11,3,"99",3,""
"T02","01",19-AUG-11,4,"XX",0,""
"T02","01",19-AUG-11,5,"122",1,""
"T02","01",19-AUG-11,5,"99",10,""
"T02","01",19-AUG-11,6,"99",1,""
"T02","01",19-AUG-11,7,"99",1,""
"T02","01",19-AUG-11,8,"122",2,""
"T02","01",19-AUG-11,9,"122",1,""
"T02","01",19-AUG-11,9,"123",1,""
"T02","01",19-AUG-11,10,"XX",0,""
"T02","01",19-AUG-11,11,"XX",0,""
"T05","01",19-AUG-11,1,"100",1,""
"T05","01",19-AUG-11,1,"76",1,""
"T05","01",19-AUG-11,1,"93",1,""
"T05","01",19-AUG-11,2,"75",1,""
"T05","01",19-AUG-11,2,"76",4,""
"T05","01",19-AUG-11,2,"93",1,""
"T05","01",19-AUG-11,3,"100",1,""
"T05","01",19-AUG-11,3,"2",4,""
"T05","01",19-AUG-11,3,"76",5,""
"T05","01",19-AUG-11,3,"84",1,""
"T05","01",19-AUG-11,4,"75",3,""
"T05","01",19-AUG-11,4,"93",3,""
"T05","01",19-AUG-11,4,"99",3,""
"T05","01",19-AUG-11,5,"XX",0,""
"T05","01",19-AUG-11,6,"68",1,""
"T05","01",19-AUG-11,6,"76",2,""
"T05","01",19-AUG-11,6,"99",4,""
"T05","01",19-AUG-11,7,"75",1,""
"T05","01",19-AUG-11,7,"76",4,""
"T05","01",19-AUG-11,7,"93",1,""
"T05","01",19-AUG-11,7,"99",5,""
"T05","01",19-AUG-11,8,"75",1,""
"T05","01",19-AUG-11,8,"76",1,""
"T05","01",19-AUG-11,8,"99",3,""
"T05","01",19-AUG-11,9,"2",2,""
"T05","01",19-AUG-11,9,"75",2,""
"T05","01",19-AUG-11,9,"76",6,""
"T05","01",19-AUG-11,9,"93",3,""
"T05","01",19-AUG-11,9,"99",3,""
"T05","01",19-AUG-11,10,"75",1,""
"T05","01",19-AUG-11,10,"76",2,""
"T05","01",19-AUG-11,10,"8",1,""
"T05","01",19-AUG-11,10,"93",3,""
"T05","01",19-AUG-11,10,"99",2,""
"T05","01",19-AUG-11,11,"2",2,""
"T05","01",19-AUG-11,11,"54",1,""
"T05","01",19-AUG-11,11,"75",1,""
"T05","01",19-AUG-11,11,"76",4,""
"T05","01",19-AUG-11,11,"84",4,""
"T05","01",19-AUG-11,11,"99",1,""
"T05","01",19-AUG-11,12,"99",1,""
"T05","01",19-AUG-11,13,"76",3,""
"T05","01",19-AUG-11,13,"93",1,""
"T05","01",19-AUG-11,14,"122",1,""
"T05","01",19-AUG-11,14,"2",4,""
"T05","01",19-AUG-11,14,"76",2,""
"T05","01",19-AUG-11,15,"76",1,""
"T04","02",20-AUG-11,5,"84",1,""
"T04","02",20-AUG-11,4,"84",10,""
"T04","02",20-AUG-11,6,"84",8,""
"T04","02",20-AUG-11,7,"12",1,""
"T04","02",20-AUG-11,7,"122",11,""
"T04","02",20-AUG-11,7,"2",1,""
"T04","02",20-AUG-11,7,"84",7,""
"T04","02",20-AUG-11,1,"12",1,""
"T04","02",20-AUG-11,1,"122",2,""
"T04","02",20-AUG-11,1,"2",1,""
"T04","02",20-AUG-11,1,"8",1,""
"T04","02",20-AUG-11,1,"84",7,""
"T04","02",20-AUG-11,1,"99",6,""
"T04","02",20-AUG-11,2,"99",1,""
"T04","02",20-AUG-11,3,"XX",0,""
"T04","02",20-AUG-11,4,"12",1,""
"T04","02",20-AUG-11,4,"122",7,""
"T04","02",20-AUG-11,6,"122",6,""
"T08","01",22-AUG-11,1,"XX",0,""
"T10","01",22-AUG-11,15,"76",1,""
"T08","01",22-AUG-11,3,"XX",0,""
"T08","01",22-AUG-11,4,"76",2,""
"T08","01",22-AUG-11,4,"93",3,""
"T08","01",22-AUG-11,4,"99",1,""
"T08","01",22-AUG-11,5,"93",2,""
"T08","01",22-AUG-11,6,"99",1,""
"T08","01",22-AUG-11,7,"XX",0,""
"T08","01",22-AUG-11,8,"XX",0,""
"T08","01",22-AUG-11,9,"XX",0,""
"T08","01",22-AUG-11,10,"XX",0,""
"T08","01",22-AUG-11,11,"100",2,""
"T08","01",22-AUG-11,12,"100",1,""
"T08","01",22-AUG-11,13,"XX",0,""
"T10","01",22-AUG-11,1,"106",3,""
"T10","01",22-AUG-11,1,"29",1,""
"T10","01",22-AUG-11,1,"68",2,""
"T10","01",22-AUG-11,1,"75",9,""
"T10","01",22-AUG-11,2,"75",1,""
"T10","01",22-AUG-11,3,"106",5,""
"T10","01",22-AUG-11,3,"75",2,""
"T10","01",22-AUG-11,4,"106",5,""
"T10","01",22-AUG-11,4,"68",1,""
"T10","01",22-AUG-11,4,"75",4,""
"T10","01",22-AUG-11,5,"106",1,""
"T10","01",22-AUG-11,5,"58",4,""
"T10","01",22-AUG-11,5,"75",3,""
"T10","01",22-AUG-11,6,"XX",0,""
"T10","01",22-AUG-11,7,"75",10,""
"T10","01",22-AUG-11,8,"58",2,""
"T10","01",22-AUG-11,8,"75",14,""
"T10","01",22-AUG-11,9,"100",1,""
"T10","01",22-AUG-11,9,"75",14,""
"T10","01",22-AUG-11,10,"106",4,""
"T10","01",22-AUG-11,10,"75",39,""
"T10","01",22-AUG-11,11,"100",1,""
"T10","01",22-AUG-11,11,"75",23,""
"T10","01",22-AUG-11,12,"75",4,""
"T10","01",22-AUG-11,13,"100",1,""
"T10","01",22-AUG-11,13,"75",2,""
"T10","01",22-AUG-11,14,"100",1,""
"T10","01",22-AUG-11,14,"29",1,""
"T10","01",22-AUG-11,14,"54",1,""
"T10","01",22-AUG-11,15,"100",1,""
"T10","01",22-AUG-11,15,"75",6,""
"T08","01",22-AUG-11,2,"100",2,""
"T01","01",24-AUG-11,1,"XX",0,""
"T03","01",24-AUG-11,10,"XX",0,""
"T01","01",24-AUG-11,3,"93",1,""
"T01","01",24-AUG-11,4,"93",2,""
"T01","01",24-AUG-11,5,"XX",0,""
"T01","01",24-AUG-11,6,"XX",0,""
"T01","01",24-AUG-11,7,"76",1,""
"T01","01",24-AUG-11,7,"99",1,""
"T01","01",24-AUG-11,8,"XX",0,""
"T01","01",24-AUG-11,9,"99",1,""
"T01","01",24-AUG-11,10,"XX",0,""
"T01","01",24-AUG-11,11,"XX",0,""
"T01","01",24-AUG-11,12,"XX",0,""
"T03","01",24-AUG-11,1,"93",1,""
"T03","01",24-AUG-11,2,"XX",0,""
"T03","01",24-AUG-11,3,"XX",0,""
"T03","01",24-AUG-11,4,"XX",0,""
"T03","01",24-AUG-11,5,"XX",0,""
"T03","01",24-AUG-11,6,"XX",0,""
"T03","01",24-AUG-11,7,"XX",0,""
"T03","01",24-AUG-11,8,"XX",0,""
"T03","01",24-AUG-11,9,"XX",0,""
"T01","01",24-AUG-11,2,"93",1,""
"T02","01",26-AUG-11,8,"122",1,""
"T02","01",26-AUG-11,7,"XX",0,""
"T02","01",26-AUG-11,9,"XX",0,""
